"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Northern Mariana Islands","MNP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","56","43","38","32","29","32","39","38","47","46","46","50","49","55","57","60","62","65","68","70","73","76","85","83","80","78","75","75","74","74","76","76","78","79","80","",
"Mauritania","MRT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","18","20","20","21","27","32","30","28","28","33","29","39","44","50","55","50","28","16","53","51","75","89","76","70","71","68","75","74","64","64","75","80","80","84","73","",
"Mauritius","MUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","89","82","94","89","85","88","86","84","86","85","85","91","88","88","89","93","89","90","89","85","88","92","88","99","98","97","97","97","99","99","99","98","98","98","97","97","",
"Malawi","MWI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","58","66","64","63","58","55","57","78","82","87","87","87","87","91","82","89","90","95","96","85","75","90","64","84","89","93","99","87","91","93","93","97","96","89","91","88","",
"Malaysia","MYS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","67","66","73","58","54","57","62","69","68","84","90","92","94","91","95","98","97","98","97","97","98","96","94","96","95","96","95","97","97","97","96","96","97","97","97","99","",
"North America","NAC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","96","97","97","96","97","95.9002425081772","95.9935462762893","93.3596034872498","89.8168515969563","86.1821918952026","83.5557270019087","88.1860619126747","93.9069965872292","94.2611477478765","94.5421320775647","95.1051248416552","95.4758992642922","95.4892666988562","93.5845493142267","93.5971472714748","93.5246102674013","95.6102285830817","95.6131394126521","95.7672803534989","95.9231059760683","95.8389572998841","95.6689680976913","94.6601579811308","94.4792121120103","95.1976174891647","94.0890484528448","93.7311993745033","94.6406438512822","94.6406736278759","",
"Namibia","NAM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","70","73","79","74","70","66","74","72","79","78","77","79","81","86","86","86","83","83","83","82","84","89","88","92","",
"New Caledonia","NCL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","6","6","5","5","4","5","7","9","13","22","19","20","20","20","23","23","25","29","32","34","36","39","41","43","45","51","57","67","71","70","75","71","67","68","65","",
"Nigeria","NGA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","9","16","22","29","36","47","56","39","43","29","44","34","26","21","32","31","29","27","25","29","33","36","40","42","53","63","54","48","42","46","49","56","",
"Nicaragua","NIC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","23","27","24","33","39","45","51","47","68","70","75","81","81","81","80","80","80","73","79","83","87","85","86","79","86","88","93","97","98","98","98","98","98","98","98","",
"Netherlands","NLD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","97","97","97","97","97","97","97","97","97","97","98","97","97","97","97","97","97","97","97","97","97","98","98","96","96","97","97","97","97","97","97","97","96","95","",
"Norway","NOR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","90","90","85","83","80","83","83","86","96","98","94","93","97","97","95","93","92","90","91","93","92","92","91","94","93","94","94","93","94","95","94","93","95","",
"Nepal","NPL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","8","16","18","23","27","32","38","46","45","44","43","46","49","51","54","54","65","78","71","65","74","72","72","78","80","75","89","82","82","89","82","92","90","92","92","91","",
"Nauru","NRU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","67","67","61","55","67","75","74","70","67","63","60","56","53","50","72","64","44","95","80","80","80","80","72","99","99","99","99","99","79","87","95","91","",
"New Zealand","NZL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","76","72","73","73","83","72","70","67","69","80","90","81","81","83","84","89","88","86","81","88","90","90","90","90","89","89","89","88","89","92","93","95","93","92","93","92","",
"OECD members","OED","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","69.7857900163443","75.7480234598478","75.7614165789035","76.486109641408","80.1302456260428","76.7122174642974","79.2444274403153","83.1627279857371","83.2232308405413","85.1324472667783","82.4823612941245","86.9987531153442","87.2010537839212","86.1550988093383","90.7081901843446","89.2963446134081","92.1716588778714","90.1851891250395","90.7426643586461","92.2004653095444","92.5778582435399","94.1370651850215","93.4125486841038","93.7424507623556","94.9427909778983","95.5153699178508","95.944362550261","96.1454707618374","95.8716384023612","95.3837820377393","95.538657413613","96.3032438334672","96.3048677582073","93.7249195702179","94.3996570127418","94.3756429672918","",
"Oman","OMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","18","19","24","31","45","60","82","89","90","98","98","95","99","97","97","99","99","99","99","99","99","99","99","99","99","99","98","99","99","98","99","99","98","98","99","99","",
"Other small states","OSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","49.1611570753678","54.7953039502498","60.1349770488283","68.2867504344269","73.0519795961721","76.8875670480343","80.6617577675772","84.9362296914285","79.4437442206623","79.0360811401369","79.7779479917349","82.9341235260063","80.4600526314722","79.6667807414727","78.7546318770227","78.4321390625535","73.9846060808191","76.0828425708811","77.057027273653","77.3883311557546","78.8614912222148","79.2561580892513","81.05891850768","82.0231076210093","85.9690420395833","87.1661270670148","87.217099993839","86.0998763852152","86.6991883111561","87.8043727782297","87.3469522245636","86.0890330215516","87.1555933474904","",
"Pakistan","PAK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","2","3","5","15","23","30","34","36","38","40","54","50","42","37","39","58","46","52","55","58","62","65","68","67","65","77","78","75","62","71","82","74","72","72","72","72","",
"Panama","PAN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","78","60","60","59","73","70","72","75","70","86","82","77","83","83","86","91","95","98","92","98","99","99","98","95","92","88","85","86","85","94","87","85","80","80","73","",
"Peru","PER","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","16","20","23","23","28","48","50","43","60","58","72","71","83","87","87","90","94","90","94","99","98","90","95","94","86","77","94","93","93","93","93","91","95","88","88","90","",
"Philippines","PHL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","47","54","54","55","57","59","66","72","79","86","88","90","80","76","73","70","75","81","81","80","78","79","79","84","88","89","88","87","91","87","79","80","86","94","79","60","",
"Palau","PLW","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","98","81","99","78","99","98","93","89","67","99","98","91","96","96","96","98","99","99","98","98","98","94","92","49","69","84","89","99","95","90","",
"Papua New Guinea","PNG","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","32","32","29","27","34","40","44","44","48","53","68","68","58","58","61","62","56","45","60","60","59","55","61","68","62","61","61","60","52","62","56","61","63","68","62","62","",
"Poland","POL","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","96","96","95","95","95","94","95","96","96","96","96","95","95","95","96","96","97","98","98","98","98","98","99","99","99","99","99","99","99","99","99","99","99","99","98","98","",
"Pre-demographic dividend","PRE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","25.1603425242142","30.1320980065529","34.4031434532725","41.3160526665197","45.8882107680056","51.3089500603687","55.1692657781129","48.4819656670751","50.01689331842","47.5162746342623","50.2467967216428","48.8930292532884","46.8249004972586","45.4143940933579","47.5970710280516","48.0789428414363","50.5687134094966","51.4455639895771","52.8304493996934","56.1274552925566","59.7881707372547","62.2955083539342","63.9215302015842","66.9397256958148","69.7336712282319","73.2249986879357","71.755564636249","71.7800682350225","70.6745814544197","70.8885489648227","72.2803915228211","73.411795023809","",
"Puerto Rico","PRI","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","50","52","51","52","67","55","61","86","87","97","98","97","90","90","77","64","50","37","43","50","56","62","64","68","72","79","89","92","92","93","93","94","96","93","93","96","",
"Portugal","PRT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","73","75","78","79","78","72","81","83","81","88","89","96","94","93","97","93","95","94","97","97","96","97","98","99","95","93","97","97","97","96","98","97","98","98","98","98","",
"Paraguay","PRY","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","17","28","34","45","67","57","53","58","56","61","67","66","73","66","71","68","72","75","79","82","86","89","87","86","92","96","98","95","89","85","89","89","87","86","87","93","",
"Pacific island small states","PSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","54.4085361052051","56.8140016151827","52.3960073009354","61.6076590404912","63.0372123893805","60.6095952155845","61.802522112269","78.0128052534373","84.2982463370907","83.0221690129216","88.8000164426358","86.7405973223481","87.5603557814485","86.3637248862304","84.3699368701721","84.8844958831754","85.9631034090478","82.1799699665011","82.3679561200924","86.1536356453198","87.1048525691776","84.8071340424282","84.0219530217002","86.0270823584464","84.2052455313681","84.9536480188734","86.5048132239012","86.1431586882774","82.7925584153279","86.0877914200102","86.5013773106198","89.769489009824","89.0744333022814","88.2176631136355","84.7923016730633","88.5810396978977","",
"Post-demographic dividend","PST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","83.2876074797317","85.3642715118186","86.6400931226872","88.4243710343481","86.4576821369956","89.1640531769691","86.7068341507038","87.3990040275603","89.8184075986253","87.8129738858521","88.3448523543064","87.4127825301912","88.0344499234824","91.1057841126786","91.4409551323367","93.8850430829487","90.6717905941661","90.9932879097302","93.0558558550695","92.6827465947192","94.381127253967","94.5317528538467","95.1307996936179","95.4171109768667","95.6117462305953","96.1295500426795","95.7359643142163","95.5155165275469","94.2563539888063","93.5596450065307","93.8898851145565","94.8919766495332","94.5652652627502","92.5633507246145","92.594543919535","",
"French Polynesia","PYF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","61","43","37","49","60","71","72","72","69","81","82","86","88","90","91","92","92","92","94","92","80","93","96","92","96","97","96","94","97","99","97","93","92","99","89","99","",
"Romania","ROU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","95","89","92","96","96","96","98","98","91","98","98","98","97","97","97","99","99","98","97","97","97","97","96","96","95","94","89","91","92","94","89","",
"Russian Federation","RUS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","79","88","78","84","88","91","95","96","96","96","97","97","98","98","98","98","98","97","97","97","97","97","97","",
"Rwanda","RWA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","17","38","59","55","50","87","88","80","82","84","91","85","83","23","83","89","73","79","85","90","77","88","96","89","95","99","97","97","97","97","97","98","98","98","98","",
"South Asia","SAS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.18230296906585","5.8410112465048","10.7526805611412","13.42601832013","16.0095352485223","18.4655610295837","20.7195704941506","29.3125653664377","37.886936837798","48.8375358433936","67.0735013034442","57.4597579017772","55.009176507096","58.8525634798338","64.3584106727104","68.1806299806865","64.3190379753414","62.3451376095029","61.6358820107412","60.702033643609","60.7071053546334","62.2050720621069","62.4024458178991","64.3722247461042","66.9852454749643","69.3582874172036","69.8002960449945","68.723588034653","71.7012080756574","75.8551578613417","80.5999591602976","82.0541727138308","81.5522235016347","82.3563961149521","83.898256001104","85.3649036024601","",
"Saudi Arabia","SAU","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","41","53","62","67","76","81","86","89","89","96","92","91","91","94","95","96","93","92","94","93","95","97","95","95","96","96","96","96","98","98","98","98","98","98","98","98","",
"Sudan","SDN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","1","1","2","3","4","8","14","27","40","60","62","62","53","51","46","48","56","55","46","55","62","66","60","69","74","78","78","84","86","81","90","93","92","93","94","93","",
"Senegal","SEN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","54","57","59","47","51","51","59","58","57","80","70","59","59","60","52","52","60","73","87","84","89","94","88","86","89","92","91","92","89","89","",
"Singapore","SGP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","84","87","83","84","77","78","91","96","90","90","85","91","89","92","95","98","97","98","97","97","98","96","94","96","95","96","95","96","97","97","97","96","97","97","96","96","",
"Solomon Islands","SLB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","46","35","23","27","45","38","42","66","69","67","77","76","71","65","68","69","72","72","70","88","86","84","78","84","90","89","99","90","89","92","90","99","99","94","88","98","",
"Sierra Leone","SLE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","44","38","53","73","65","65","64","64","77","84","86","89","91","92","83","86","",
"El Salvador","SLV","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","44","42","42","21","31","55","50","53","63","64","80","61","60","79","90","99","96","97","99","94","99","92","81","94","90","89","96","99","98","91","89","89","92","92","94","91","",
"San Marino","SMR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","88","99","99","99","","99","96","96","96","96","98","95","95","92","87","92","79","86","96","69","80","76","",
"Somalia","SOM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","2","5","5","10","22","17","25","26","18","19","20","21","22","23","22","21","19","33","36","33","33","40","40","30","35","26","40","31","42","45","41","42","42","42","42","",
"Serbia","SRB","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","85","85","89","91","94","93","92","95","93","95","89","88","98","92","94","95","95","91","94","91","95","93","95","",
"Sub-Saharan Africa (excluding high income)","SSA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","26.6155708316521","30.3050748865941","34.7864100883209","41.4176197109811","45.0089246783216","50.7268973117047","56.8507362793514","49.1969808649926","49.5363694655049","49.2865069499504","54.0443657304668","52.9093467944476","50.5887379439248","49.4101580595982","49.9580677072816","48.679458266858","51.447426405477","51.6166286435256","53.0670361790272","56.0707388354293","58.9355087502484","62.0690376276288","64.0357977378523","67.2308475208294","69.6934065863355","72.7647231673858","71.8845690467415","72.2781655186708","71.9616505061934","72.2173747396454","74.1781532121134","75.768215992356","",
"South Sudan","SSD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","59","45","39","31","",
"Sub-Saharan Africa","SSF","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","26.623557540154","30.3110308154252","34.792571715732","41.4222652172288","45.0135088540898","50.7310719599934","56.8544304491717","49.2010402938295","49.5402367703301","49.2903048098172","54.0477027925473","52.9127410538504","50.5923396724909","49.4135460529403","49.9612971658655","48.6825862998839","51.4502362238719","51.6191542137913","53.0697929559728","56.073345307238","58.9379647181335","62.0712902058597","64.0379276859877","67.2327170781522","69.6950812646589","72.7661792535941","71.8860413389399","72.2796393335924","71.9630172381974","72.2187202906032","74.1794311462057","75.7692823441294","",
"Small states","SST","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","54.6374747176329","53.1505207603927","58.3697309872752","62.7976541386022","69.4145106966828","74.918584723776","77.6037110870496","81.0795513220275","85.3360097445396","80.887374944693","80.6932771827032","81.9562185978888","84.3357001360062","82.4602268615808","81.9472045580829","81.0692364839169","80.696196795598","77.5465406208355","79.5369899832565","80.5779190020154","80.6917141104879","81.6784968860343","82.1752103251816","83.6998737876791","84.0694013957422","86.884284159674","87.4544433432441","87.851383143451","87.277259175801","87.6925296264234","88.7976993932813","88.2266998557267","86.9276314988025","88.0479821081216","",
"Sao Tome and Principe","STP","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","42","34","26","49","48","65","72","77","63","92","87","68","60","83","79","68","73","73","78","82","92","92","94","96","97","97","97","99","98","98","96","96","97","95","96","",
"Suriname","SUR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","25","27","61","85","80","84","80","71","64","72","83","75","74","76","74","84","85","81","90","85","71","68","73","75","85","83","84","84","85","87","96","86","84","86","85","89","",
"Slovak Republic","SVK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","97","96","",
"Slovenia","SVN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","98","98","94","91","92","91","92","93","95","94","95","97","97","97","96","96","96","96","95","95","95","",
"Sweden","SWE","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","98","98","98","98","98","98","98","98","98","98","",
"Swaziland","SWZ","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","30","39","43","50","61","74","86","89","89","89","79","93","89","96","82","82","82","83","83","84","84","85","85","86","86","87","87","88","88","89","91","95","98","98","90","",
"Sint Maarten (Dutch part)","SXM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","13","55","97","95","86","94","89","94","97","99","98","96","96","96","97","99","98","99","99","98","96","99","99","99","99","99","99","99","99","99","99","98","98","99","97","",
"Syrian Arab Republic","SYR","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","13","14","15","21","25","29","86","42","59","94","91","89","89","90","89","89","88","87","87","86","84","82","84","83","81","80","80","80","79","80","80","72","45","41","43","41","",
"Turks and Caicos Islands","TCA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","1","3","3","10","14","14","20","20","18","10","13","18","18","20","24","35","45","36","26","25","23","21","25","40","28","19","24","39","33","45","48","46","55","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","44.6329774943132","55.6170514576603","64.0141864197838","68.1779599688286","68.136570759609","84.5961286600218","87.4271980624201","90.6180649067473","88.4798073282725","85.3682360454062","83.3801476180221","81.8305815412751","78.8357930764211","81.3947285374633","82.7850940379114","82.9007073222634","82.9882216037463","83.2649241847584","83.5396345558141","81.7016804382519","83.767035164364","84.8119130810151","84.6493078571005","88.5084374309848","88.4889798897862","91.9466637978586","93.425882413062","93.0311838487116","93.0623077743429","93.9989147403058","92.6480179558688","92.7297711994424","91.363101792489","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7917917740821","77.0350791396107","85.9164133339954","83.0736542664706","86.505849591103","89.3243443882878","90.6545916890642","91.3247456857803","93.0090121494625","93.8387472711808","91.3604184623468","87.9228695309333","92.6711856167909","94.9030857648437","94.6480458767419","95.8900118865408","95.7493752870632","94.2135321975324","92.7547949244683","92.5564372902179","95.0268467340104","95.5673706172512","90.9657690253702","91.2616045382415","",
"Togo","TGO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","9","14","18","11","24","37","61","54","72","77","73","69","66","62","58","50","42","42","57","64","50","59","72","71","82","84","82","81","78","83","85","84","84","87","88","",
"Thailand","THA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","49","52","49","49","53","62","66","75","80","84","92","90","85","89","93","96","94","95","96","97","97","96","96","98","98","98","98","98","99","99","99","99","99","99","99","99","",
"Tajikistan","TJK","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","64","81","80","75","81","79","82","83","85","85","85","86","84","83","86","86","93","93","96","94","96","97","96","",
"Turkmenistan","TKM","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","73","90","93","97","98","99","98","97","95","98","83","97","99","98","98","96","96","96","97","97","98","98","99","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","36.5752710470605","41.6698180333912","45.8085380979549","48.686276140225","55.6231991716313","54.8762628474609","55.3034788690553","58.390117164772","61.7791002982328","63.428980058828","67.5492403803733","77.5448622715772","77.117446248669","78.3223286823732","79.9039480224236","82.964600247058","81.6709477011455","82.70950643417","85.6462844485667","88.6619741882017","90.7280542059368","90.1444671681702","91.4272398597424","93.0354494157772","93.4416276425093","93.8077478168715","93.6079827096706","92.909735412317","92.128643538154","93.6989469004003","93.1484229576279","92.591899086808","92.9752143091193","89.4218225987462","88.1251892416008","89.7819141863557","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","34.7276499559629","34.4902497699802","38.2698843368861","38.3392620769759","47.2409179876112","61.0530021975741","67.4028675450153","69.0678420561126","81.335442215943","84.1770738928472","87.5083852971646","80.4963088456629","83.6760464081128","84.3272914223462","81.8343256878322","85.1107683025389","86.4401131332442","85.5115421141619","88.3266158011836","89.6548212095262","90.6670550002971","90.3781629594054","88.9813346061497","88.3072894324739","89.3149095158937","88.5979704868217","88.9138424946384","88.5832612419553","89.8807603631262","91.2112199175018","90.7084646954226","89.947538890089","86.3205844195602","87.7152961638366","86.7141140236483","85.0329277894301","",
"Timor-Leste","TLS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","55","57","55","63","70","79","72","72","67","83","82","77","76","",
"Tonga","TON","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","40","37","52","63","51","92","75","99","92","93","94","88","99","96","89","95","99","96","96","91","91","89","84","90","90","89","88","87","86","84","82","82","77","82","82","82","",
"South Asia (IDA & IBRD)","TSA","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","6.18230296906585","5.8410112465048","10.7526805611412","13.42601832013","16.0095352485223","18.4655610295837","20.7195704941506","29.3125653664377","37.886936837798","48.8375358433936","67.0735013034442","57.4597579017772","55.009176507096","58.8525634798338","64.3584106727104","68.1806299806865","64.3190379753414","62.3451376095029","61.6358820107412","60.702033643609","60.7071053546334","62.2050720621069","62.4024458178991","64.3722247461042","66.9852454749643","69.3582874172036","69.8002960449945","68.723588034653","71.7012080756574","75.8551578613417","80.5999591602976","82.0541727138308","81.5522235016347","82.3563961149521","83.898256001104","85.3649036024601","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","","","","","26.623557540154","30.3110308154252","34.792571715732","41.4222652172288","45.0135088540898","50.7310719599934","56.8544304491717","49.2010402938295","49.5402367703301","49.2903048098172","54.0477027925473","52.9127410538504","50.5923396724909","49.4135460529403","49.9612971658655","48.6825862998839","51.4502362238719","51.6191542137913","53.0697929559728","56.073345307238","58.9379647181335","62.0712902058597","64.0379276859877","67.2327170781522","69.6950812646589","72.7661792535941","71.8860413389399","72.2796393335924","71.9630172381974","72.2187202906032","74.1794311462057","75.7692823441294","",
"Trinidad and Tobago","TTO","Immunization, DPT (% of children ages 12-23 months)","SH.IMM.IDPT","","","","","","","","","","","","","","","","","","","","","26","62","54","60","65","75","70","79","82","77","82","82","87","81","85","89","89","90","91","90","90","91","96","91","94","95","92","88","90","90","90","90","92","92","92","96","",
